"text", "translation"
"育成ウマ娘の覚醒Lvを\n170回上げよう","觉醒 170 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n175回上げよう","觉醒 175 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n180回上げよう","觉醒 180 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n185回上げよう","觉醒 185 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n190回上げよう","觉醒 190 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n195回上げよう","觉醒 195 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n200回上げよう","觉醒 200 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n205回上げよう","觉醒 205 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n210回上げよう","觉醒 210 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n215回上げよう","觉醒 215 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n220回上げよう","觉醒 220 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n225回上げよう","觉醒 225 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n230回上げよう","觉醒 230 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n235回上げよう","觉醒 235 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n240回上げよう","觉醒 240 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n245回上げよう","觉醒 245 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n250回上げよう","觉醒 250 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n255回上げよう","觉醒 255 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n260回上げよう","觉醒 260 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n265回上げよう","觉醒 265 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n270回上げよう","觉醒 270 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n275回上げよう","觉醒 275 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n280回上げよう","觉醒 280 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n285回上げよう","觉醒 285 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n290回上げよう","觉醒 290 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n295回上げよう","觉醒 295 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n300回上げよう","觉醒 300 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n305回上げよう","觉醒 305 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n310回上げよう","觉醒 310 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n315回上げよう","觉醒 315 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n320回上げよう","觉醒 320 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n325回上げよう","觉醒 325 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n330回上げよう","觉醒 330 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n335回上げよう","觉醒 335 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n340回上げよう","觉醒 340 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n345回上げよう","觉醒 345 次赛马娘等级"
"育成ウマ娘の覚醒Lvを\n350回上げよう","觉醒 350 次赛马娘等级"
"育成ウマ娘を才能開花で\n1回★を上げよう","完成 1 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n3回★を上げよう","完成 3 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n5回★を上げよう","完成 5 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n10回★を上げよう","完成 10 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n15回★を上げよう","完成 15 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n20回★を上げよう","完成 20 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n25回★を上げよう","完成 25 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n30回★を上げよう","完成 30 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n35回★を上げよう","完成 35 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n40回★を上げよう","完成 40 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n45回★を上げよう","完成 45 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n50回★を上げよう","完成 50 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n55回★を上げよう","完成 55 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n60回★を上げよう","完成 60 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n65回★を上げよう","完成 65 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n70回★を上げよう","完成 70 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n75回★を上げよう","完成 75 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n80回★を上げよう","完成 80 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n85回★を上げよう","完成 85 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n90回★を上げよう","完成 90 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n95回★を上げよう","完成 95 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n100回★を上げよう","完成 100 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n105回★を上げよう","完成 105 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n110回★を上げよう","完成 110 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n115回★を上げよう","完成 115 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n120回★を上げよう","完成 120 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n125回★を上げよう","完成 125 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n130回★を上げよう","完成 130 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n135回★を上げよう","完成 135 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n140回★を上げよう","完成 140 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n145回★を上げよう","完成 145 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n150回★を上げよう","完成 150 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n155回★を上げよう","完成 155 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n160回★を上げよう","完成 160 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n165回★を上げよう","完成 165 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n170回★を上げよう","完成 170 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n175回★を上げよう","完成 175 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n180回★を上げよう","完成 180 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n185回★を上げよう","完成 185 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n190回★を上げよう","完成 190 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n195回★を上げよう","完成 195 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n200回★を上げよう","完成 200 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n205回★を上げよう","完成 205 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n210回★を上げよう","完成 210 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n215回★を上げよう","完成 215 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n220回★を上げよう","完成 220 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n225回★を上げよう","完成 225 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n230回★を上げよう","完成 230 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n235回★を上げよう","完成 235 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n240回★を上げよう","完成 240 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n245回★を上げよう","完成 245 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n250回★を上げよう","完成 250 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n255回★を上げよう","完成 255 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n260回★を上げよう","完成 260 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n265回★を上げよう","完成 265 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n270回★を上げよう","完成 270 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n275回★を上げよう","完成 275 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n280回★を上げよう","完成 280 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n285回★を上げよう","完成 285 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n290回★を上げよう","完成 290 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n295回★を上げよう","完成 295 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n300回★を上げよう","完成 300 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n305回★を上げよう","完成 305 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n310回★を上げよう","完成 310 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n315回★を上げよう","完成 315 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n320回★を上げよう","完成 320 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n325回★を上げよう","完成 325 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n330回★を上げよう","完成 330 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n335回★を上げよう","完成 335 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n340回★を上げよう","完成 340 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n345回★を上げよう","完成 345 次赛马娘的才能开花"
"育成ウマ娘を才能開花で\n350回★を上げよう","完成 350 次赛马娘的才能开花"
"サポートカードを\n1回上限解放しよう","完成 1 次支援卡上限解放"
"サポートカードを\n3回上限解放しよう","完成 3 次支援卡上限解放"
"サポートカードを\n5回上限解放しよう","完成 5 次支援卡上限解放"
"サポートカードを\n10回上限解放しよう","完成 10 次支援卡上限解放"
"サポートカードを\n15回上限解放しよう","完成 15 次支援卡上限解放"
"サポートカードを\n20回上限解放しよう","完成 20 次支援卡上限解放"
"サポートカードを\n25回上限解放しよう","完成 25 次支援卡上限解放"
"サポートカードを\n30回上限解放しよう","完成 30 次支援卡上限解放"
"サポートカードを\n35回上限解放しよう","完成 35 次支援卡上限解放"
"サポートカードを\n40回上限解放しよう","完成 40 次支援卡上限解放"
"サポートカードを\n45回上限解放しよう","完成 45 次支援卡上限解放"
"サポートカードを\n50回上限解放しよう","完成 50 次支援卡上限解放"
"サポートカードを\n60回上限解放しよう","完成 60 次支援卡上限解放"
"サポートカードを\n70回上限解放しよう","完成 70 次支援卡上限解放"
"サポートカードを\n80回上限解放しよう","完成 80 次支援卡上限解放"
"サポートカードを\n90回上限解放しよう","完成 90 次支援卡上限解放"
"サポートカードを\n100回上限解放しよう","完成 100 次支援卡上限解放"
"サポートカードを\n120回上限解放しよう","完成 120 次支援卡上限解放"
"サポートカードを\n140回上限解放しよう","完成 140 次支援卡上限解放"
"サポートカードを\n160回上限解放しよう","完成 160 次支援卡上限解放"
"サポートカードを\n180回上限解放しよう","完成 180 次支援卡上限解放"
"サポートカードを\n200回上限解放しよう","完成 200 次支援卡上限解放"
"サポートカードを\n220回上限解放しよう","完成 220 次支援卡上限解放"
"サポートカードを\n240回上限解放しよう","完成 240 次支援卡上限解放"
"サポートカードを\n260回上限解放しよう","完成 260 次支援卡上限解放"
"サポートカードを\n280回上限解放しよう","完成 280 次支援卡上限解放"
"サポートカードを\n300回上限解放しよう","完成 300 次支援卡上限解放"
"サポートカードを\n320回上限解放しよう","完成 320 次支援卡上限解放"
"サポートカードを\n340回上限解放しよう","完成 340 次支援卡上限解放"
"サポートカードを\n360回上限解放しよう","完成 360 次支援卡上限解放"
"サポートカードを\n380回上限解放しよう","完成 380 次支援卡上限解放"
"サポートカードを\n400回上限解放しよう","完成 400 次支援卡上限解放"
"サポートカードを\n420回上限解放しよう","完成 420 次支援卡上限解放"
"サポートカードを\n440回上限解放しよう","完成 440 次支援卡上限解放"
"サポートカードを\n460回上限解放しよう","完成 460 次支援卡上限解放"
"サポートカードを\n480回上限解放しよう","完成 480 次支援卡上限解放"
"サポートカードを\n500回上限解放しよう","完成 500 次支援卡上限解放"
"サポートカードを\n520回上限解放しよう","完成 520 次支援卡上限解放"
"サポートカードを\n540回上限解放しよう","完成 540 次支援卡上限解放"
"サポートカードを\n560回上限解放しよう","完成 560 次支援卡上限解放"
"サポートカードを\n580回上限解放しよう","完成 580 次支援卡上限解放"
"サポートカードを\n600回上限解放しよう","完成 600 次支援卡上限解放"
"サポートカードを\n620回上限解放しよう","完成 620 次支援卡上限解放"
"サポートカードを\n640回上限解放しよう","完成 640 次支援卡上限解放"
"サポートカードを\n660回上限解放しよう","完成 660 次支援卡上限解放"
"サポートカードを\n680回上限解放しよう","完成 680 次支援卡上限解放"
"サポートカードを\n700回上限解放しよう","完成 700 次支援卡上限解放"
"サポートカードを\n720回上限解放しよう","完成 720 次支援卡上限解放"
"サポートカードを\n740回上限解放しよう","完成 740 次支援卡上限解放"
"サポートカードを\n760回上限解放しよう","完成 760 次支援卡上限解放"
"サポートカードを\n780回上限解放しよう","完成 780 次支援卡上限解放"
"サポートカードを\n800回上限解放しよう","完成 800 次支援卡上限解放"
"サポートカードを\n820回上限解放しよう","完成 820 次支援卡上限解放"
"サポートカードを\n840回上限解放しよう","完成 840 次支援卡上限解放"
"サポートカードを\n860回上限解放しよう","完成 860 次支援卡上限解放"
"サポートカードを\n880回上限解放しよう","完成 880 次支援卡上限解放"
"サポートカードを\n900回上限解放しよう","完成 900 次支援卡上限解放"
"サポートカードを\n920回上限解放しよう","完成 920 次支援卡上限解放"
"サポートカードを\n940回上限解放しよう","完成 940 次支援卡上限解放"
"サポートカードを\n960回上限解放しよう","完成 960 次支援卡上限解放"
"サポートカードを\n980回上限解放しよう","完成 980 次支援卡上限解放"
"サポートカードを\n1000回上限解放しよう","完成 1000 次支援卡上限解放"
"才能開花で\n1人の育成ウマ娘を★5にしよう","才能开花 1 位 ★5 赛马娘"
"才能開花で\n2人の育成ウマ娘を★5にしよう","才能开花 2 位 ★5 赛马娘"
"才能開花で\n3人の育成ウマ娘を★5にしよう","才能开花 3 位 ★5 赛马娘"
"才能開花で\n4人の育成ウマ娘を★5にしよう","才能开花 4 位 ★5 赛马娘"
"才能開花で\n5人の育成ウマ娘を★5にしよう","才能开花 5 位 ★5 赛马娘"
"才能開花で\n6人の育成ウマ娘を★5にしよう","才能开花 6 位 ★5 赛马娘"
"才能開花で\n7人の育成ウマ娘を★5にしよう","才能开花 7 位 ★5 赛马娘"
"才能開花で\n8人の育成ウマ娘を★5にしよう","才能开花 8 位 ★5 赛马娘"
"才能開花で\n9人の育成ウマ娘を★5にしよう","才能开花 9 位 ★5 赛马娘"
"才能開花で\n10人の育成ウマ娘を★5にしよう","才能开花 10 位 ★5 赛马娘"
"才能開花で\n11人の育成ウマ娘を★5にしよう","才能开花 11 位 ★5 赛马娘"
"才能開花で\n12人の育成ウマ娘を★5にしよう","才能开花 12 位 ★5 赛马娘"
"才能開花で\n13人の育成ウマ娘を★5にしよう","才能开花 13 位 ★5 赛马娘"
"才能開花で\n14人の育成ウマ娘を★5にしよう","才能开花 14 位 ★5 赛马娘"
"才能開花で\n15人の育成ウマ娘を★5にしよう","才能开花 15 位 ★5 赛马娘"
"才能開花で\n16人の育成ウマ娘を★5にしよう","才能开花 16 位 ★5 赛马娘"
"才能開花で\n17人の育成ウマ娘を★5にしよう","才能开花 17 位 ★5 赛马娘"
"才能開花で\n18人の育成ウマ娘を★5にしよう","才能开花 18 位 ★5 赛马娘"
"才能開花で\n19人の育成ウマ娘を★5にしよう","才能开花 19 位 ★5 赛马娘"
"才能開花で\n20人の育成ウマ娘を★5にしよう","才能开花 20 位 ★5 赛马娘"
"才能開花で\n21人の育成ウマ娘を★5にしよう","才能开花 21 位 ★5 赛马娘"
"才能開花で\n22人の育成ウマ娘を★5にしよう","才能开花 22 位 ★5 赛马娘"
"才能開花で\n23人の育成ウマ娘を★5にしよう","才能开花 23 位 ★5 赛马娘"
"才能開花で\n24人の育成ウマ娘を★5にしよう","才能开花 24 位 ★5 赛马娘"
"才能開花で\n25人の育成ウマ娘を★5にしよう","才能开花 25 位 ★5 赛马娘"
"才能開花で\n26人の育成ウマ娘を★5にしよう","才能开花 26 位 ★5 赛马娘"
"才能開花で\n27人の育成ウマ娘を★5にしよう","才能开花 27 位 ★5 赛马娘"
"才能開花で\n28人の育成ウマ娘を★5にしよう","才能开花 28 位 ★5 赛马娘"
"才能開花で\n29人の育成ウマ娘を★5にしよう","才能开花 29 位 ★5 赛马娘"
"才能開花で\n30人の育成ウマ娘を★5にしよう","才能开花 30 位 ★5 赛马娘"
"才能開花で\n32人の育成ウマ娘を★5にしよう","才能开花 32 位 ★5 赛马娘"
"才能開花で\n34人の育成ウマ娘を★5にしよう","才能开花 34 位 ★5 赛马娘"
"才能開花で\n36人の育成ウマ娘を★5にしよう","才能开花 36 位 ★5 赛马娘"
"才能開花で\n38人の育成ウマ娘を★5にしよう","才能开花 38 位 ★5 赛马娘"
"才能開花で\n40人の育成ウマ娘を★5にしよう","才能开花 40 位 ★5 赛马娘"
"才能開花で\n42人の育成ウマ娘を★5にしよう","才能开花 42 位 ★5 赛马娘"
"才能開花で\n44人の育成ウマ娘を★5にしよう","才能开花 44 位 ★5 赛马娘"
"才能開花で\n46人の育成ウマ娘を★5にしよう","才能开花 46 位 ★5 赛马娘"
"才能開花で\n48人の育成ウマ娘を★5にしよう","才能开花 48 位 ★5 赛马娘"
"才能開花で\n50人の育成ウマ娘を★5にしよう","才能开花 50 位 ★5 赛马娘"
"才能開花で\n52人の育成ウマ娘を★5にしよう","才能开花 52 位 ★5 赛马娘"
"才能開花で\n54人の育成ウマ娘を★5にしよう","才能开花 54 位 ★5 赛马娘"
"才能開花で\n56人の育成ウマ娘を★5にしよう","才能开花 56 位 ★5 赛马娘"
"才能開花で\n58人の育成ウマ娘を★5にしよう","才能开花 58 位 ★5 赛马娘"
"才能開花で\n60人の育成ウマ娘を★5にしよう","才能开花 60 位 ★5 赛马娘"
"才能開花で\n62人の育成ウマ娘を★5にしよう","才能开花 62 位 ★5 赛马娘"
"才能開花で\n64人の育成ウマ娘を★5にしよう","才能开花 64 位 ★5 赛马娘"
"才能開花で\n66人の育成ウマ娘を★5にしよう","才能开花 66 位 ★5 赛马娘"
"才能開花で\n68人の育成ウマ娘を★5にしよう","才能开花 68 位 ★5 赛马娘"
"才能開花で\n70人の育成ウマ娘を★5にしよう","才能开花 70 位 ★5 赛马娘"
"才能開花で\n72人の育成ウマ娘を★5にしよう","才能开花 72 位 ★5 赛马娘"
"才能開花で\n74人の育成ウマ娘を★5にしよう","才能开花 74 位 ★5 赛马娘"
"才能開花で\n76人の育成ウマ娘を★5にしよう","才能开花 76 位 ★5 赛马娘"
"才能開花で\n78人の育成ウマ娘を★5にしよう","才能开花 78 位 ★5 赛马娘"
"才能開花で\n80人の育成ウマ娘を★5にしよう","才能开花 80 位 ★5 赛马娘"
"才能開花で\n82人の育成ウマ娘を★5にしよう","才能开花 82 位 ★5 赛马娘"
"才能開花で\n84人の育成ウマ娘を★5にしよう","才能开花 84 位 ★5 赛马娘"
"才能開花で\n86人の育成ウマ娘を★5にしよう","才能开花 86 位 ★5 赛马娘"
"才能開花で\n88人の育成ウマ娘を★5にしよう","才能开花 88 位 ★5 赛马娘"
"才能開花で\n90人の育成ウマ娘を★5にしよう","才能开花 90 位 ★5 赛马娘"
"才能開花で\n92人の育成ウマ娘を★5にしよう","才能开花 92 位 ★5 赛马娘"
"才能開花で\n94人の育成ウマ娘を★5にしよう","才能开花 94 位 ★5 赛马娘"
"才能開花で\n96人の育成ウマ娘を★5にしよう","才能开花 96 位 ★5 赛马娘"
"才能開花で\n98人の育成ウマ娘を★5にしよう","才能开花 98 位 ★5 赛马娘"
"才能開花で\n100人の育成ウマ娘を★5にしよう","才能开花 100 位 ★5 赛马娘"
"才能開花で\n102人の育成ウマ娘を★5にしよう","才能开花 102 位 ★5 赛马娘"
"才能開花で\n104人の育成ウマ娘を★5にしよう","才能开花 104 位 ★5 赛马娘"
"才能開花で\n106人の育成ウマ娘を★5にしよう","才能开花 106 位 ★5 赛马娘"
"才能開花で\n108人の育成ウマ娘を★5にしよう","才能开花 108 位 ★5 赛马娘"
"才能開花で\n110人の育成ウマ娘を★5にしよう","才能开花 110 位 ★5 赛马娘"
"才能開花で\n112人の育成ウマ娘を★5にしよう","才能开花 112 位 ★5 赛马娘"
"才能開花で\n114人の育成ウマ娘を★5にしよう","才能开花 114 位 ★5 赛马娘"
"才能開花で\n116人の育成ウマ娘を★5にしよう","才能开花 116 位 ★5 赛马娘"
"才能開花で\n118人の育成ウマ娘を★5にしよう","才能开花 118 位 ★5 赛马娘"
"才能開花で\n120人の育成ウマ娘を★5にしよう","才能开花 120 位 ★5 赛马娘"
"才能開花で\n122人の育成ウマ娘を★5にしよう","才能开花 122 位 ★5 赛马娘"
"才能開花で\n124人の育成ウマ娘を★5にしよう","才能开花 124 位 ★5 赛马娘"
"才能開花で\n126人の育成ウマ娘を★5にしよう","才能开花 126 位 ★5 赛马娘"
"才能開花で\n128人の育成ウマ娘を★5にしよう","才能开花 128 位 ★5 赛马娘"
"才能開花で\n130人の育成ウマ娘を★5にしよう","才能开花 130 位 ★5 赛马娘"
"才能開花で\n132人の育成ウマ娘を★5にしよう","才能开花 132 位 ★5 赛马娘"
"才能開花で\n134人の育成ウマ娘を★5にしよう","才能开花 134 位 ★5 赛马娘"
"才能開花で\n136人の育成ウマ娘を★5にしよう","才能开花 136 位 ★5 赛马娘"
"才能開花で\n138人の育成ウマ娘を★5にしよう","才能开花 138 位 ★5 赛马娘"
"才能開花で\n140人の育成ウマ娘を★5にしよう","才能开花 140 位 ★5 赛马娘"
"才能開花で\n142人の育成ウマ娘を★5にしよう","才能开花 142 位 ★5 赛马娘"
"才能開花で\n144人の育成ウマ娘を★5にしよう","才能开花 144 位 ★5 赛马娘"
"才能開花で\n146人の育成ウマ娘を★5にしよう","才能开花 146 位 ★5 赛马娘"
"才能開花で\n148人の育成ウマ娘を★5にしよう","才能开花 148 位 ★5 赛马娘"
"才能開花で\n150人の育成ウマ娘を★5にしよう","才能开花 150 位 ★5 赛马娘"
"才能開花で\n152人の育成ウマ娘を★5にしよう","才能开花 152 位 ★5 赛马娘"
"才能開花で\n154人の育成ウマ娘を★5にしよう","才能开花 154 位 ★5 赛马娘"
"才能開花で\n156人の育成ウマ娘を★5にしよう","才能开花 156 位 ★5 赛马娘"
"才能開花で\n158人の育成ウマ娘を★5にしよう","才能开花 158 位 ★5 赛马娘"
"才能開花で\n160人の育成ウマ娘を★5にしよう","才能开花 160 位 ★5 赛马娘"
"才能開花で\n162人の育成ウマ娘を★5にしよう","才能开花 162 位 ★5 赛马娘"
"才能開花で\n164人の育成ウマ娘を★5にしよう","才能开花 164 位 ★5 赛马娘"
"才能開花で\n166人の育成ウマ娘を★5にしよう","才能开花 166 位 ★5 赛马娘"
"才能開花で\n168人の育成ウマ娘を★5にしよう","才能开花 168 位 ★5 赛马娘"
"才能開花で\n170人の育成ウマ娘を★5にしよう","才能开花 170 位 ★5 赛马娘"
"才能開花で\n172人の育成ウマ娘を★5にしよう","才能开花 172 位 ★5 赛马娘"
"才能開花で\n174人の育成ウマ娘を★5にしよう","才能开花 174 位 ★5 赛马娘"
"才能開花で\n176人の育成ウマ娘を★5にしよう","才能开花 176 位 ★5 赛马娘"
"才能開花で\n178人の育成ウマ娘を★5にしよう","才能开花 178 位 ★5 赛马娘"
"才能開花で\n180人の育成ウマ娘を★5にしよう","才能开花 180 位 ★5 赛马娘"
"才能開花で\n182人の育成ウマ娘を★5にしよう","才能开花 182 位 ★5 赛马娘"
"才能開花で\n184人の育成ウマ娘を★5にしよう","才能开花 184 位 ★5 赛马娘"
"才能開花で\n186人の育成ウマ娘を★5にしよう","才能开花 186 位 ★5 赛马娘"
"才能開花で\n188人の育成ウマ娘を★5にしよう","才能开花 188 位 ★5 赛马娘"
"才能開花で\n190人の育成ウマ娘を★5にしよう","才能开花 190 位 ★5 赛马娘"
"才能開花で\n192人の育成ウマ娘を★5にしよう","才能开花 192 位 ★5 赛马娘"
"才能開花で\n194人の育成ウマ娘を★5にしよう","才能开花 194 位 ★5 赛马娘"
"才能開花で\n196人の育成ウマ娘を★5にしよう","才能开花 196 位 ★5 赛马娘"
"才能開花で\n198人の育成ウマ娘を★5にしよう","才能开花 198 位 ★5 赛马娘"
"才能開花で\n200人の育成ウマ娘を★5にしよう","才能开花 200 位 ★5 赛马娘"
"通算ログイン30日を\n達成しよう","累计登录 30 天"
"通算ログイン50日を\n達成しよう","累计登录 50 天"
"通算ログイン100日を\n達成しよう","累计登录 100 天"
"通算ログイン150日を\n達成しよう","累计登录 150 天"
"通算ログイン200日を\n達成しよう","累计登录 200 天"
"通算ログイン250日を\n達成しよう","累计登录 250 天"
"通算ログイン300日を\n達成しよう","累计登录 300 天"
"通算ログイン350日を\n達成しよう","累计登录 350 天"
"通算ログイン400日を\n達成しよう","累计登录 400 天"
"通算ログイン450日を\n達成しよう","累计登录 450 天"
"通算ログイン500日を\n達成しよう","累计登录 500 天"
"通算ログイン550日を\n達成しよう","累计登录 550 天"
"通算ログイン600日を\n達成しよう","累计登录 600 天"
"通算ログイン650日を\n達成しよう","累计登录 650 天"
"通算ログイン700日を\n達成しよう","累计登录 700 天"
"通算ログイン750日を\n達成しよう","累计登录 750 天"
"通算ログイン800日を\n達成しよう","累计登录 800 天"
"通算ログイン850日を\n達成しよう","累计登录 850 天"
"通算ログイン900日を\n達成しよう","累计登录 900 天"
"通算ログイン950日を\n達成しよう","累计登录 950 天"
"通算ログイン1000日を\n達成しよう","累计登录 1000 天"
"サークルに参加しよう","加入一个公会"
"育成でURAファイナルズ決勝に\n勝利しよう","在育成中获得 URAファイナルズ 决赛胜利"
"プロフィールで誕生日を設定しよう","在个人资料中设定生日"
"称号を変更しよう","在个人资料中修改称号"
"メインストーリー第1章\n第1話を見よう","观看 メインストーリー 第一章 第一话"
"ホーム設定を変更しよう","更改主页设置"
"プロフィールウマ娘設定を\n変更しよう","更改个人资料看板赛马娘"
"データ連携しよう","设置账号连携"
"親愛度ランクを1回上げよう","提高 1 位赛马娘的亲密度"
"親愛度ランクを3回上げよう","提高 3 位赛马娘的亲密度"
"親愛度ランクを5回上げよう","提高 5 位赛马娘的亲密度"
"親愛度ランクを10回上げよう","提高 10 位赛马娘的亲密度"
"親愛度ランクを15回上げよう","提高 15 位赛马娘的亲密度"
"親愛度ランクを20回上げよう","提高 20 位赛马娘的亲密度"
"親愛度ランクを25回上げよう","提高 25 位赛马娘的亲密度"
"親愛度ランクを30回上げよう","提高 30 位赛马娘的亲密度"
"親愛度ランクを35回上げよう","提高 35 位赛马娘的亲密度"
"親愛度ランクを40回上げよう","提高 40 位赛马娘的亲密度"
"親愛度ランクを45回上げよう","提高 45 位赛马娘的亲密度"
"親愛度ランクを50回上げよう","提高 50 位赛马娘的亲密度"
"親愛度ランクを60回上げよう","提高 60 位赛马娘的亲密度"
"親愛度ランクを70回上げよう","提高 70 位赛马娘的亲密度"
"親愛度ランクを80回上げよう","提高 80 位赛马娘的亲密度"
"親愛度ランクを90回上げよう","提高 90 位赛马娘的亲密度"
"親愛度ランクを100回上げよう","提高 100 位赛马娘的亲密度"
"親愛度ランクを120回上げよう","提高 120 位赛马娘的亲密度"
"親愛度ランクを140回上げよう","提高 140 位赛马娘的亲密度"
"親愛度ランクを160回上げよう","提高 160 位赛马娘的亲密度"
"親愛度ランクを180回上げよう","提高 180 位赛马娘的亲密度"
"親愛度ランクを200回上げよう","提高 200 位赛马娘的亲密度"
"親愛度ランクを220回上げよう","提高 220 位赛马娘的亲密度"
