"text", "translation"
"最終コーナーで追い抜かれると\nわずかに差し返しやすくなる＜中距離＞","在最終彎道被超過時略微容易追回來<中距離>(中距離，最終彎道，超車次數>0)"
"直線に入ると息を入れて疲れにくくなる\n＜長距離＞","進入直線後休息片刻，不容易變疲勞<長距離>(長距離，直線)"
"直線に入ると息を入れてわずかに\n疲れにくくなる＜長距離＞","進入直線後休息片刻，略微不容易變疲勞<長距離>(長距離，直線)"
"最終コーナーで内ラチ側にいると\n速度が上がる＜長距離＞","在最終彎道處於內側的話速度會上升<長距離>(長距離，最終彎道，內道)"
"最終コーナーで内ラチ側にいると\n速度がわずかに上がる＜長距離＞","在最終彎道處於內側的話速度會略微上升<長距離>(長距離，最終彎道，內道)"
"力を出し切った時に\n走る気力が復活する＜長距離＞","在體力耗盡時恢復元氣<長距離>(長距離，耐力用光)"
"力を出し切った時に\n走る気力がわずかに復活する＜長距離＞","在體力耗盡時略微恢復元氣<長距離>(長距離，耐力用光)"
"レース中盤に前の方にいると後ろの\n掛かったウマ娘がわずかに疲れる","比賽中盤位於前列時，使後邊焦躁的賽馬娘略微疲勞(中盤，名次≤50%，後方的debuff數量≥1)"
"レース中盤に後ろの方にいると前の\n掛かったウマ娘がわずかに疲れる","比賽中盤處於後方時，使前邊焦躁的賽馬娘略微疲勞(中盤，名次>50%，前方的debuff數量≥1)"
"作戦が逃げのウマ娘が掛かると\n落ち着くまで時間がかかる","戰術是逃馬的賽馬娘陷入焦躁狀態時恢復冷靜需要耗費時間(逃馬身上debuff數量≥1，自身無debuff)"
"作戦が先行のウマ娘が掛かると\n落ち着くまで時間がかかる","戰術是先行的賽馬娘陷入焦躁狀態時恢復冷靜需要耗費時間(先行馬身上debuff數量≥1，自身無debuff)"
"作戦が差しのウマ娘が掛かると\n落ち着くまで時間がかかる","戰術是差行的賽馬娘陷入焦躁狀態時恢復冷靜需要耗費時間(差馬身上debuff數量≥1，自身無debuff)"
"作戦が追込のウマ娘が掛かると\n落ち着くまで時間がかかる","戰術是追馬的賽馬娘陷入焦躁狀態時恢復冷靜需要耗費時間(追馬身上debuff數量≥1，自身無debuff)"
"レース序盤に作戦・逃げのウマ娘を\nけん制してわずかに疲れやすくする","比賽初期對戰術是逃馬的賽馬娘進行牽制，使其略微容易疲勞(逃馬數量≥1，序盤，賽事進行時間≥5)"
"レース中盤に作戦・逃げのウマ娘を\n焦らせてわずかに疲れやすくする","比賽中盤令戰術是逃馬的賽馬娘焦躁，使其略微容易疲勞(逃馬數量≥1，中盤)"
"レース終盤に作戦・逃げのウマ娘を\nためらわせて速度をわずかに下げる","比賽終盤令戰術是逃馬的賽馬娘彷徨，使其速度略微下降(逃馬數量≥1，終盤)"
"レース序盤に作戦・先行のウマ娘を\nけん制してわずかに疲れやすくする","比賽初期對戰術是先行的賽馬娘進行牽制，使其略微容易變得疲勞(先行馬數量≥1，序盤，賽事進行時間≥5)"
"レース中盤に作戦・先行のウマ娘を\n焦らせてわずかに疲れやすくする","比賽中盤令戰術是先行的賽馬娘焦躁，使其略微容易疲勞(先行馬數量≥1，中盤)"
"レース終盤に作戦・先行のウマ娘を\nためらわせて速度をわずかに下げる","比賽終盤令戰術是先行的賽馬娘彷徨，使其速度略微下降(先行馬數量≥1，終盤)"
"レース序盤に作戦・差しのウマ娘を\nけん制してわずかに疲れやすくする","比賽初盤對戰術是差行的賽馬娘進行牽制，使其略微容易疲勞(差馬數量≥1，序盤，賽事進行時間≥5)"
"レース中盤に作戦・差しのウマ娘を\n焦らせてわずかに疲れやすくする","比賽中盤令戰術是差行的賽馬娘焦躁，使其略微容易疲勞(差馬數量≥1，中盤)"
"レース終盤に作戦・差しのウマ娘を\nためらわせて速度をわずかに下げる","比賽終盤令戰術是差行的賽馬娘彷徨，使其速度略微下降(差馬數量≥1，終盤)"
"レース序盤に作戦・追込のウマ娘を\nけん制してわずかに疲れやすくする","比賽初盤對戰術是追馬的賽馬娘進行牽制，使其略微容易疲勞(追馬數量≥1，序盤，賽事進行時間≥5)"
"レース中盤に作戦・追込のウマ娘を\n焦らせてわずかに疲れやすくする","比賽中盤令戰術是追馬的賽馬娘焦躁，使其略微容易疲勞(追馬數量≥1，中盤)"
"レース終盤に作戦・追込のウマ娘を\nためらわせて速度をわずかに下げる","比賽終盤令戰術是追馬的賽馬娘彷徨，使其速度略微下降(追馬數量≥1，終盤)"
"大井レース場が得意になる","擅長大井競馬場的比賽(大井場)"
"大井レース場が少し得意になる","稍微擅長大井競馬場的比賽(大井場)"
"大井レース場が少し苦手になる","稍微不擅長大井競馬場的比賽(大井場)"
"直線で速度が少し上がる＜短距離＞","在直線上的速度少量加快<短距離>(短距離，直線)"
"直線で速度がわずかに上がる＜短距離＞","在直線上的速度略微<短距離>(短距離，直線)"
"コーナーで速度が少し上がる\n＜短距離＞","在彎道上的速度少量加快<短距離>(短距離，彎道)"
"コーナーで速度がわずかに上がる\n＜短距離＞","在彎道上的速度略微加快<短距離>(短距離，彎道)"
"レース中盤に大きく差をつけ先頭だと\nリードを保ちやすい＜短距離＞","比賽中盤大幅度領跑時，容易保持領先<短距離>(短距離，賽程≤50%，距離後方馬馬身≥5，名次=1)"
"レース中盤に大きく差をつけ先頭だと\nリードをわずかに保ちやすい＜短距離＞","比賽中盤大幅度領跑時，略微容易保持領先<短距離>(短距離，賽程≤50%，距離後方馬馬身≥5，名次=1)"
"レース中盤に前の方にいると\n抜かしやすくなる＜短距離＞","比賽中盤位於前列時，容易實現趕超<短距離>(短距離，中盤，名次≥2，名次≤50%)"
"レース中盤に前の方にいると\nわずかに抜かしやすくなる＜短距離＞","比賽中盤位於前列時，略微容易實現趕超<短距離>(短距離，中盤，名次≥2，名次≤50%)"
"レース中盤でゴールに向けて\n準備を整える＜短距離＞","在比賽中盤準備好向終點進發<短距離>(短距離，中盤)"
"レース中盤でゴールに向けて\n準備を少し整える＜短距離＞","在比賽中盤稍微準備好向終點進發<短距離>(短距離，中盤)"
"レース序盤に前の方にいると\n後方のウマ娘が萎縮する＜短距離＞","比賽初期位於前列時，使後方的賽馬娘畏首畏尾<短距離>(短距離，序盤，名次≤3，賽事進行時間≥5)"
"レース序盤に前の方にいると\n後方のウマ娘が少し萎縮する＜短距離＞","比賽初期位於前列時，使後方的賽馬娘稍微畏首畏尾<短距離>(短距離，序盤，名次≤3，賽事進行時間≥5)"
"レース序盤に後ろの方にいると\n前方のウマ娘が焦る＜短距離＞","比賽初盤處於後方的話，使前方的賽馬娘焦躁<短距離>(短距離，序盤，名次>50%，賽事進行時間≥5)"
"レース序盤に後ろの方にいると前方の\nウマ娘がわずかに焦る＜短距離＞","比賽初盤處於後方的話，略微使前方的賽馬娘焦躁<短距離>(短距離，序盤，名次>50%，賽事進行時間≥5)"
"直線で速度が少し上がる＜マイル＞","在直線上的速度少量加快<英里>(英里，直線)"
"直線で速度がわずかに上がる＜マイル＞","在直線上的速度略微加快<英里>(英里，直線)"
"コーナーで速度が少し上がる\n＜マイル＞","在彎道上的速度少量加快<英里>(英里，彎道)"
"コーナーで速度がわずかに上がる\n＜マイル＞","在彎道上的速度略微加快<英里>(英里，彎道)"
"レース中盤に前の方にいると\n抜かしやすくなる＜マイル＞","比賽中盤位於前列時，就很容易超過<英里>(英里，中盤，名次≤50%)"
"レース中盤に前の方にいると\nわずかに抜かしやすくなる＜マイル＞","比賽中盤位於前列時，就比較容易超過<英里>(英里，中盤，名次≤50%)"
"レース中盤に追い抜くと\n加速力が上がる＜マイル＞","在比賽中盤趕超時，加速度提升<英里>(英里，中盤，超過至少一人)"
"レース中盤に追い抜くと\n加速力がわずかに上がる＜マイル＞","在比賽中盤趕超時，加速度略微提升<英里>(英里，中盤，超過至少一人)"
"追い抜きが成功しやすくなる\n＜マイル＞","更容易趕超成功<英里>(英里，超越，賽事進行時間≥5)"
"追い抜きがわずかに成功しやすくなる\n＜マイル＞","略微容易趕超成功<英里>(英里，超越，賽事進行時間≥5)"
"レース中盤に先頭にいると\n後ろの速度を少し奪う＜マイル＞","比賽中盤領先時，少量奪取後方馬娘的速度<英里>(英里，中盤，名次=1)"
"レース中盤に先頭にいると\n後ろの速度をわずかに奪う＜マイル＞","比賽中盤領先時，略微奪取後方馬娘的速度<英里>(英里，中盤，名次=1)"
"レース序盤に後ろにいると\n前の動きを鈍くする＜マイル＞","比賽初期位於後方時，使前方前方馬娘的動作變得遲鈍<英里>(英里，序盤，名次>50%，賽事進行時間≥5)"
"レース序盤に後ろにいると\n前の動きをわずかに鈍くする＜マイル＞","比賽初期位於後方時，使前方前方馬娘的動作略微變得遲鈍<英里>(英里，序盤，名次>50%，賽事進行時間≥5)"
"直線で速度が少し上がる＜中距離＞","在直線上的速度少量加快<中距離>(中距離，直線)"
"直線で速度がわずかに上がる＜中距離＞","在直線上的速度略微加快<中距離>(中距離，直線)"
"コーナーで速度が少し上がる\n＜中距離＞","在彎道中的速度少量加快的<中距離>(中距離，彎道)"
"コーナーで速度がわずかに上がる\n＜中距離＞","在彎道中的速度略微加快<中距離>(中距離，彎道)"
"レース序盤に観察力が高まり\n視野を広く持てる＜中距離＞","比賽初盤觀察力提高，視野更加開闊<中距離>(中距離，序盤)"
"レース序盤に観察力が高まり\n視野を少し広く持てる＜中距離＞","比賽初盤觀察力提高，視野稍微開闊<中距離>(中距離，序盤)"
"レース中盤に後ろの方にいると\n囲まれにくくなる＜中距離＞","比賽中盤在後方的話不容易被包圍<中距離>(中距離，中盤，名次>50%)"
"レース中盤に後ろの方にいると\n少し囲まれにくくなる＜中距離＞","比賽中盤在後方的話稍微不容易被包圍<中距離>(中距離，中盤，名次>50%)"
"左右に動いても疲れにくくなる\n＜中距離＞","左右移動不容易產生疲勞<中距離>(中距離)"
"左右に動いてもわずかに疲れにくくなる\n＜中距離＞","左右移動略微不容易產生疲勞<中距離>(中距離)"
"レース終盤に後ろの方にいると\n前の速度を下げる＜中距離＞","在比賽最後階段，如果在後面，就會降低前面的速度<中距離>(中距離，終盤，名次>50%)"
"レース終盤に後ろの方にいると\n前の速度をわずかに下げる＜中距離＞","在比賽終盤位於後方時，略微降低前方賽馬娘的速度<中距離>(中距離，終盤，名次>50%)"
"レース中盤にすぐ前のウマ娘を\n戸惑わせる＜中距離＞","在比賽中盤讓前面的馬娘困惑<中距離>(中距離，中盤，前方被阻隔時間≥1)"
"レース中盤にすぐ前のウマ娘を\nわずかに戸惑わせる＜中距離＞","在比賽中盤讓前面的馬娘略微困惑的<中距離>(中距離，中盤，前方被阻隔時間≥1)"
"直線で速度が少し上がる＜長距離＞","在直線上的速度少量加快<長距離>(長距離，直線)"
"直線で速度がわずかに上がる＜長距離＞","在直線上的速度略微加快<長距離>(長距離，直線)"
"コーナーで速度が少し上がる\n＜長距離＞","在彎道上的速度少量加快<長距離>(長距離，彎道)"
"コーナーで速度がわずかに上がる\n＜長距離＞","在彎道上的速度略微加快<長距離>(長距離，彎道)"
"レース中盤に大きく差をつけ先頭だと\nリードを保ちやすい＜長距離＞","在比賽中盤拉開很大的差距且位於領頭時，容易保持領先的優勢<長距離>(長距離，中盤，距離後方馬馬身≥3，名次=1)"
"レース中盤に大きく差をつけ先頭だと\nリードをわずかに保ちやすい＜長距離＞","在在比賽中盤拉開很大的差距且位於領頭時，略微保持領先的優勢<長距離>(長距離，中盤，距離後方馬馬身≥3，名次=1)"
"追い抜く気持ちが湧き\nわずかに疲れにくくなる＜長距離＞","想要趕超的願望在心底湧現，略微不容易疲勞<長距離>(長距離，超過一人，賽事進行時間≥5)"
"レース終盤で追い抜くと\n速度が上がる＜長距離＞","比賽終盤進行趕超時候，速度加快<長距離>(長距離，終盤，超過至少一人)"
"レース終盤で追い抜くと\n速度がわずかに上がる＜長距離＞","比賽終盤進行趕超時候，速度略微加快<長距離>(長距離，終盤，超過至少一人)"
"レース中盤で後ろの方にいると\n前方の持久力を少し奪う＜長距離＞","比賽中盤位於後方時，就會少量剝奪前方馬娘的耐力<長距離>(長距離，中盤，名次≥5)"
"レース中盤で後ろの方にいると\n前方の持久力をちょっと奪う＜長距離＞","比賽中盤位於後方時，就會稍微剝奪前方馬娘的耐力<長距離>(長距離，中盤，名次≥5)"
"レース終盤で前方のウマ娘の\n視野が狭くなる＜長距離＞","在比賽終盤，使前方馬娘的視野變得狹窄<長距離>(長距離，終盤)"
"レース終盤で前方のウマ娘の\n視野が少し狭くなる＜長距離＞","在比賽終盤，使前方馬娘的視野稍微變得狹窄<長距離>(長距離，終盤)"
"直線で速度が少し上がる\n＜作戦・逃げ＞","在直線上的速度少量加快（作戰·逃馬）(逃馬，直線)"
"直線で速度がわずかに上がる\n＜作戦・逃げ＞","在直線上的速度略微加快（作戰·逃馬）(逃馬，直線)"
"コーナーで速度が少し上がる\n＜作戦・逃げ＞","在彎道上的速度少量加快（作戰·逃馬）(逃馬，彎道)"
"コーナーで速度がわずかに上がる\n＜作戦・逃げ＞","在彎道上的速度略微加快（作戰·逃馬）(逃馬，彎道)"
"レース序盤に囲まれにくくなる\n＜作戦・逃げ＞","在比賽序盤，稍微不容易被包圍（作戰·逃馬）(逃馬、序盤, 逃馬, 序盤)"
"レース序盤に少し囲まれにくくなる\n＜作戦・逃げ＞","在比賽序盤，稍微不容易被包圍（作戰·逃馬）(逃馬，序盤)"
"レース序盤にわずかに\n追い抜かれにくくなる＜作戦・逃げ＞","在比賽序盤，略微不容易被超過（作戰·逃馬）(逃馬，序盤，超人次數>0，賽事進行時間≥5)"
"上り坂で疲れにくくなる\n＜作戦・逃げ＞","在上坡時不容易疲勞（作戰·逃馬）(逃馬，上坡，賽事進行時間≥10)"
"上り坂でわずかに疲れにくくなる\n＜作戦・逃げ＞","在上坡時略微不容易疲勞（作戰·逃馬）(逃馬，上坡，賽事進行時間≥10)"
"レース中盤に後ろにいると\n加速力が上がる＜作戦・逃げ＞","在比賽中盤位於後方時，加速度提升（作戰·逃馬）(逃馬，中盤，名次>50%)"
"レース中盤に後ろにいると\n加速力がわずかに上がる＜作戦・逃げ＞","在比賽中盤位於後方時，加速度略微提升（作戰·逃馬）(逃馬，中盤，名次>50%)"
"レース序盤に逃げに失敗した時\n前がわずかに動揺する＜作戦・逃げ＞","在比賽序盤，領跑失敗時，會讓前面的馬娘略感不安(逃馬，序盤，名次>50%，賽事進行時間≥5)"
"直線で速度が少し上がる\n＜作戦・先行＞","在直線的速度少量上升（作戰·先行）(先行，直線)"
"直線で速度がわずかに上がる\n＜作戦・先行＞","在直線的速度略微上升（作戰·先行）(先行，直線)"
"コーナーで速度が少し上がる\n＜作戦・先行＞","在彎道的速度少量上升（作戰·先行）(先行，彎道)"
"コーナーで速度がわずかに上がる\n＜作戦・先行＞","在彎道的速度略微上升（作戰·先行）(先行，彎道)"
"コース取りが少しスムーズになる\n＜作戦・先行＞","路線選取變得稍微流暢（作戰·先行）(先行，變換跑道=1)"
"コース取りがわずかにスムーズになる\n＜作戦・先行＞","路線選取變得略微流暢（作戰·先行）(先行，變換跑道=1)"
"下り坂が少し得意になる\n＜作戦・先行＞","下坡變得稍微擅長（作戰·先行）(先行，下坡)"
"下り坂がわずかに得意になる\n＜作戦・先行＞","下坡變得略微擅長（作戰·先行）(先行，下坡)"
"レース中盤に持久力が回復する\n＜作戦・先行＞","比賽中盤回復持久力（作戰·先行）(先行，中盤)"
"レース中盤に持久力がわずかに回復する\n＜作戦・先行＞","比賽中盤略微回復持久力（作戰·先行）(先行，中盤)"
"レース中盤に後ろの方にいると\n加速力が少し上がる＜作戦・先行＞","比賽中盤位於後方時，加速度少量上升（作戰·先行）(先行，中盤，名次>50%)"
"レース中盤に後ろの方にいると\n加速力がわずかに上がる＜作戦・先行＞","比賽中盤位於後方時，加速度略微上升（作戰·先行）(先行，中盤，名次>50%)"
"レース終盤に前の方にいると後方の\n視野が少し狭くなる＜作戦・先行＞","比賽終盤位於前列時，使後面馬娘的視野稍微變窄（作戰·先行）(先行，終盤，名次≤50%)"
"レース終盤に前の方にいると後方の\n視野がわずかに狭くなる＜作戦・先行＞","比賽終盤位於前列時，使後面馬娘的視野略微變窄（作戰·先行）(先行，終盤，名次≤50%)"
"直線で速度が少し上がる\n＜作戦・差し＞","在直線的速度少量上升<作戰·差行>(差行，直線)"
"直線で速度がわずかに上がる\n＜作戦・差し＞","在直線的速度略微上升<作戰·差行>(差行，直線)"
"コーナーで速度が少し上がる\n＜作戦・差し＞","在彎道的速度少量上升<作戰·差行>(差行，彎道)"
"コーナーで速度がわずかに上がる\n＜作戦・差し＞","在彎道的速度略微上升<作戰·差行>(差行，彎道)"
"追い抜きが少し成功しやすくなる\n＜作戦・差し＞","超越更容易成功（作戰·差行）(差行，拉進自身與前馬距離時，賽事進行時間≥5)"
"追い抜きがわずかに成功しやすくなる\n＜作戦・差し＞","超越略微容易成功（作戰·差行）(差行，拉進自身與前馬距離時，賽事進行時間≥5)"
"上り坂で速度が上がる\n＜作戦・差し＞","上坡速度少量上升（作戰·差行）(差行，上坡)"
"上り坂で速度がわずかに上がる\n＜作戦・差し＞","上坡速度略微上升（作戰·差行）(差行，上坡)"
"レース終盤に持久力が回復する\n＜作戦・差し＞","比賽終盤回復持久力（作戰·差行）(差行，終盤)"
"レース終盤に持久力がわずかに回復する\n＜作戦・差し＞","比賽終盤略微回復持久力（作戰·差行）(差行，終盤)"
"レース中盤に観察力が高まり\n視野を広く持てる＜作戦・差し＞","比賽中盤時，觀察力提高，視野變得寬闊（作戰·差行）(差行，中盤)"
"レース中盤に観察力が高まり視野を\nわずかに広く持てる＜作戦・差し＞","比賽中盤時，觀察力提高，視野變得稍微寬闊（作戰·差行）(差行，中盤)"
"レース終盤に他のウマ娘が\n動揺する＜作戦・差し＞","在比賽終盤使其他的馬娘產生動搖<作戰·差行>(差行，終盤，名次>50%)"
"レース終盤に他のウマ娘が\nわずかに動揺する＜作戦・差し＞","在比賽終盤使其他的馬娘略微產生動搖<作戰·差行>(差行，終盤，名次>50%)"
"直線で速度が少し上がる\n＜作戦・追込＞","在直線的速度少量上升<作戰·追馬>(追馬，直線)"
"直線で速度がわずかに上がる\n＜作戦・追込＞","在直線的速度略微上升<作戰·追馬>(追馬，直線)"
"コーナーで速度が少し上がる\n＜作戦・追込＞","在彎道的速度少量上升<作戰·追馬>(追馬，彎道)"
"コーナーで速度がわずかに上がる\n＜作戦・追込＞","在彎道的速度略微上升<作戰·追馬>(追馬，彎道)"
"左右に移動すると状況を把握して\n視野が少し広くなる＜作戦・追込＞","左右移動的時候能更好的把握狀況，視野更近開闊<作戰·追馬>(追馬，變換跑道=1)"
"左右に移動すると状況を把握して\n視野がわずかに広くなる＜作戦・追込＞","左右移動的時候能更好的把握狀況，視野略微開闊<作戰·追馬>(追馬，變換跑道=1)"
"下り坂で疲れにくくなる\n＜作戦・追込＞","下坡的時不容易變得疲勞<作戰·追馬>(追馬，下坡，賽事進行時間≥10)"
"下り坂でわずかに疲れにくくなる\n＜作戦・追込＞","下坡的時略微不容變得疲勞<作戰·追馬>(追馬，下坡，賽事進行時間≥10)"
"前が詰まった時に落ち着いて\n態勢を立て直す＜作戦・追込＞","前方擁堵時，使自己冷靜下來重整態勢<作戰·追馬>(追馬，前方被阻隔時間≥1，賽事進行時間≥10)"
"前が詰まった時に落ち着いて\n態勢をわずかに立て直す＜作戦・追込＞","前方擁堵時，使自己冷靜下少許重整態勢<作戰·追馬>(追馬，前方被阻隔時間≥1，賽事進行時間≥10)"
"レース終盤に後ろの方にいると\n視野が広くなる＜作戦・追込＞","比賽終盤位於後方時，視野更加開闊<作戰·追馬>(追馬，終盤，名次>50%)"
"レース終盤に後ろの方にいると\n視野がわずかに広くなる＜作戦・追込＞","比賽終盤位於後方時，視野略微開闊<作戰·追馬>(追馬，終盤，名次>50%)"
"レース終盤に目を付けたウマ娘の\n緊張感が増す＜作戦・追込＞","比賽的最終區域使自己緊盯的馬娘緊張感上升<作戰·追馬>(追馬，終盤，名次≥2)"
"レース終盤に目を付けたウマ娘の\n緊張感がわずかに増す＜作戦・追込＞","比賽的最終區域使自己緊盯的馬娘緊張感上升一點點<作戰·追馬>(追馬，終盤，名次≥2)"
"良い位置につきやすくなる\n＜作戦・逃げ＞","更容易佔據有利位置<作戰·逃馬>(逃馬)"
"良い位置に少しつきやすくなる\n＜作戦・逃げ＞","稍微容易佔據有利位置<作戰·逃馬>(逃馬)"
"良い位置につきやすくなる\n＜作戦・先行＞","容易佔據有利位置<作戰·先行>(先行)"
"良い位置に少しつきやすくなる\n＜作戦・先行＞","稍微容易佔據有利位置<作戰·先行>(先行)"
"良い位置につきやすくなる\n＜作戦・差し＞","容易佔據有利位置<作戰·差行>(差行)"
"良い位置に少しつきやすくなる\n＜作戦・差し＞","稍微容易佔據有利位置<作戰·差行>(差行)"
"良い位置につきやすくなる\n＜作戦・追込＞","容易佔據有利位置<作戰·追逐>(追馬)"
"良い位置に少しつきやすくなる\n＜作戦・追込＞","稍微容易佔據有利位置<作戰·追逐>(追馬)"
"枠番が7の時に\n良いことが起きる場合がある","枠番為7時會有好事發生(一半概率觸發，欄號=7)"
"枠番が7の時に少し\n良いことが起きる場合がある","枠番為7時稍微會有好事發生(一半概率觸發，欄號=7)"
"残り距離が777mの時に\nわずかに元気が出る","距離終點777m的時候，可以略微打起精神(剩餘距離≤778，剩餘距離≥776)"
"上り坂がわずかに上手くなる","略微擅長上坡(上坡)"
"近くにウマ娘がたくさんいると\n速度がわずかに上がる","附近有很多馬娘時，略微加快速度(附近馬娘數量4-7)"
"レース序盤にスキルを多く発動すると\n加速力がわずかに上がる","在比賽初期發動多個技能時，加速度略微提高(序盤主動技能發動數量≥3)"
"レース中盤にスキルを多く発動すると\n速度がわずかに上がる","在比賽中盤發動多個技能時，加速度略微提高(中盤主動技能發動數量≥3)"
"レース終盤にスキルを多く発動すると\n持久力がわずかに回復する","在比賽終盤發動多個技能時，耐力略微回復(終盤主動技能發動數量≥3)"
"シンパシーの心を持つウマ娘が多い\nレースだと少し能力が上がる","比賽中有很多持有同理心屬性的馬娘則自己能力少許上升(持有相同技能馬娘數量（計算自身）≥5)"
"自分だけが一匹狼の心を持つレースで\n少し能力が上がる","比賽中只有自己抱有單槍匹馬的覺悟時，能力少許上升(持有相同技能馬娘數量（計算自身）=1)"
"前のウマ娘のすぐ後ろに付けると\n風の抵抗をわずかに受けにくくなる","跑位貼緊前方馬娘時，略微減少自身所承受的阻力(緊跟前方時間≥3，賽事進行時間≥10)"
"すぐ後ろにウマ娘が長くいると\n速度がわずかに上がる","長時間有緊跟在自己身後的馬娘則速度略微加快(後方貼近時間≥3，賽事進行時間≥10)"
"レース中盤に競り合うと\n速度が上がる＜ダート＞","在比賽中盤進行名次爭奪時，速度上升(泥地，中盤，與身邊馬娘競爭時間≥2)"
"レース中盤に競り合うと\n速度がわずかに上がる＜ダート＞","在比賽中盤進行名次爭奪時，速度略微上升(泥地，中盤，與身邊馬娘競爭時間≥2)"
"レース終盤に前の方で相手を抜くと\n速度がわずかに上がる","在比賽終盤處於前列並超過對手時，略微加快速度(終盤，名次≥2，名次≤50%，超過至少一人)"
"最終直線で差を付けて先頭にいると\n速度をわずかに上げる","在最終直線上位於第一並拉開差距時，略微加快速度(最終直線，名次=1，距離後方馬馬身≥1)"
"最終直線で前と差が詰まると\n速度が少し上がる","在最終直線上與前方的差距縮小時，略微加快速度(最終直線，名次≤3，距離前方馬馬身≤1，拉進自身與前馬距離時)"
"最終コーナー以降で前の方にいると\n加速力がわずかに上がる","最終彎道後處於前列時，略微提升加速度(最終彎道=1，名次≤5，名次≤50%)"
"残り200m地点で前の方にいると\n少し抜け出しやすくなる","在最後200米處於前列時，能夠開闢道路，略微容易突圍(名次≥2，名次≤5，名次≤50%，剩餘距離≤201，剩餘距離≥199)"
"レース中間からロングスパートをかけて\n速度がちょっとずつ上がる","從比賽中段進行長距離衝刺，速度會一點點加快(賽程≥50，賽程≤60，名次>50%)"
"残り200mを切って前の方にいると\n速度がわずかに上がる","在最後200米處於前列進行名次爭奪時，競爭力變強，速度也會略微加快(名次≥3，名次在前50%，前後方1馬身距離內有馬，剩餘距離≤200)"
"レース後半で1番を\nキープし続ける力をちょっと発揮する","在比賽後半段發揮持續保持第一的能力(賽程≥50，名次=1，距離後方馬馬身≤1)"
"最終コーナーで好位置にいると\n加速力がわずかに上がる","在最終彎道處於好位置時會增加動力，略微提升加速度(最終彎道，名次≥3，名次≤50%)"
"最終直線で後ろの方から追い抜くと\n速度がわずかに上がる","在最終直線上從後方趕超時，會略微加快速度(最終直線，超過至少一人，名次≥4)"
"最終直線で後ろの方から外を回って\n追い抜く時、速度をわずかに上げる","在最終直線上從後方繞到外道趕超時，速度加快(最終直線, 最終直線、名次≥40%，在外道，超過至少1人, 名次≥40%，在外道，超過至少1人)"
"最終コーナーで前の方にいると\n速度がわずかに上がる","在最終彎道中處於前列時，就會做好絕對不被超過的覺悟，使速度加快(最終彎道，自身處於隊伍位置≤30%)"
"最終直線で余力を持って前にいると\nちょっと優位を保ちやすくなる","在最終直線上仍保有餘力且處於前列時，更容易保持優勢(最終直線，體力剩餘≥30%，名次≤2)"
"最終コーナーで前の方で競り合うと\n速度がわずかに上がる","在最終彎道處於前列進行名次爭奪時，略微使速度加快(最終彎道，距離前方馬馬身≤1，距離後方馬馬身≤1，與身邊馬娘競爭時間≥2，名次≤4)"
"最終コーナー以降で外から追い抜くと\n速度をわずかに上げる","在最終彎道從後方趕超時，會使速度略微加快(最終彎道，名次≥4，超過至少一人)"
"レース終盤に3回追い抜くと\n最終直線で速度が少し上がる","在比賽終盤趕超3次後，最終直線上會少量加速(最終彎道，超過至少3人，直線發動)"
"最終コーナーで後ろから追い抜くと\n速度がわずかに上がる","在最終彎道從後方趕超時，會使速度略微加快(最終彎道，名次≥4，超過至少一人)"
"レース終盤のコーナーで先頭にいると\n加速力をわずかに上げる","在最終彎道處於前列進行名次爭奪之後，在直線上略微容易突圍(最終彎道，與身邊馬娘競爭時間≥2，名次≤3)"
"最終コーナーで前の方で追い抜くと\n速度をわずかに上げる","在最終彎道從前方趕超時，使速度略微加快(最終彎道，名次≤4，超過至少一人)"
"最終コーナーで前の方で競り合うと\n直線でちょっと抜け出しやすくなる","在最終彎道處於前列進行名次爭奪之後，在直線上略微容易突圍(最終彎道，與身邊馬娘競爭時間≥2，名次≤3)"
"最終直線までみずから崩れることなく\n前の方にいるとわずかに速度が上がる","直到最終直線為止，自身沒有出錯且位於前列時，使速度略微加快(出欄不失誤，debuff數量=0，名次≤3，最終直線)"
"レース終盤のコーナーで前の位置に\nつこうとして加速力がわずかに上がる","在比賽終盤的彎道中想要衝向前列時，略微提升加速度(最終彎道前，名次在65%-70%之間)"
"最終直線で抜け出した時に\n速度がわずかに上がる","在最終直線上突圍時，以強大的意志使速度略微加快(最終直線，名次≤4，超過至少一人)"
"レース後半のコーナーで控えていると\n持久力がわずかに回復する","在比賽後半且靠近彎道時，持久力略微恢復(賽程後半彎道，名次≥3，名次≤40%)"
"最終直線で競り合いに負けない\n気持ちが湧けば、速度がわずかに上がる","在最終直線上進行名次爭奪時湧現出不服輸的強烈求勝心，速度略微加快(最終直線，名次≤5，與身邊馬娘競爭時間≥2S)"
"レース中間付近で好位置にいる時に\n追い抜くとちょっと進出を開始する","在比賽中盤處於好位置時，持久力略微回復(中盤，名次≥2，名次≤40%)"
"レース後半に前の方で競り合うと\n速度がわずかに上がる","比賽後半段處於前列進行名次爭奪時，速度略微加快(賽程≥50，名次≤3，與身邊馬娘競爭時間≥2)"
"レース中盤で好位置にいる時に\n持久力がわずかに回復する","在比賽中盤處於好位置時，持久力略微回復(中盤，名次≥2，名次≤40%)"
